fecha,inflacion,expectativa,meta_inflacion,tc_raw,petroleo_raw,infl_ext_raw,gap_raw,inflacion_lag1,expectativa_lag1,inflacion_lag2,expectativa_lag2,inflacion_lag3,expectativa_lag3,inflacion_lag4,expectativa_lag4,inflacion_lag5,expectativa_lag5,inflacion_lag6,expectativa_lag6,inflacion_lag7,expectativa_lag7,inflacion_lag8,expectativa_lag8,inflacion_lag9,expectativa_lag9,inflacion_lag10,expectativa_lag10,inflacion_lag11,expectativa_lag11,inflacion_lag12,expectativa_lag12,tc_lag,petroleo_lag,infl_ext_lag,gap_lag,z_tc_lag,z_petroleo_lag,z_infl_ext_lag
2025-03-01,1.57,3.71,4,-1.25556783002372,-17.4858430486741,2.38198146280556,NA,1.79,3.79,2.19,3.76,1.7,3.95,1.66,3.66,1.16,3.96,2.11,3.97,3.07,4.02,3.78,4.07,3.62,4.02,3.76,3.99,3.36,4.02,3.24,4.14,-1.23997316582178,-7.68728817280548,2.80158344776133,NA,-0.4195729963126621,-0.1877691586334444,0.10595625265661668
2025-04-01,1.47,3.62,4,-1.0021037694723,-29.5111327670779,2.32538823025783,NA,1.57,3.71,1.79,3.79,2.19,3.76,1.7,3.95,1.66,3.66,1.16,3.96,2.11,3.97,3.07,4.02,3.78,4.07,3.62,4.02,3.76,3.99,3.36,4.02,-1.25556783002372,-17.4858430486741,2.38198146280556,NA,-0.4272215161996492,-0.47513186503618,-0.11693993291449593
2025-05-01,1.69,3.55,4,-1.18195745466925,-25.249913569737,2.37726510736809,NA,1.47,3.62,1.57,3.71,1.79,3.79,2.19,3.76,1.7,3.95,1.66,3.66,1.16,3.96,2.11,3.97,3.07,4.02,3.78,4.07,3.62,4.02,3.76,3.99,-1.0021037694723,-29.5111327670779,2.32538823025783,NA,-0.3029081688482602,-0.8277981349641906,-0.1470027450943706
2025-06-01,1.79,3.53,4,-1.07197320890524,-15.7124587739209,2.68045386591022,NA,1.69,3.55,1.47,3.62,1.57,3.71,1.79,3.79,2.19,3.76,1.7,3.95,1.66,3.66,1.16,3.96,2.11,3.97,3.07,4.02,3.78,4.07,3.62,4.02,-1.18195745466925,-25.249913569737,2.37726510736809,NA,-0.39111875614680947,-0.7028291475333147,-0.11944530151259829
2025-07-01,1.17,3.54,4,-1.06028342665176,-17.9042892615855,2.74261805216713,NA,1.79,3.53,1.69,3.55,1.47,3.62,1.57,3.71,1.79,3.79,2.19,3.76,1.7,3.95,1.66,3.66,1.16,3.96,2.11,3.97,3.07,4.02,3.78,4.07,-1.07197320890524,-15.7124587739209,2.68045386591022,NA,-0.33717615885275176,-0.4231237361701408,0.04161117631651715
2025-08-01,1.17,3.49,4,-0.979597645696995,-16.7385236995841,2.93859174303162,NA,1.17,3.54,1.79,3.53,1.69,3.55,1.47,3.62,1.57,3.71,1.79,3.79,2.19,3.76,1.7,3.95,1.66,3.66,1.16,3.96,2.11,3.97,3.07,4.02,-1.06028342665176,-17.9042892615855,2.74261805216713,NA,-0.33144281757124033,-0.4874036579433495,0.07463332705123776
2025-09-01,1.47,3.42,4,-0.932332081655618,-9.36180025009845,3.02257158471333,NA,1.17,3.49,1.17,3.54,1.79,3.53,1.69,3.55,1.47,3.62,1.57,3.71,1.79,3.79,2.19,3.76,1.7,3.95,1.66,3.66,1.16,3.96,2.11,3.97,-0.979597645696995,-16.7385236995841,2.93859174303162,NA,-0.2918698718355551,-0.4532151933001761,0.1787362382197625
2025-10-01,1.26,3.37,4,-0.921113629343617,-16.7314158880513,2,NA,1.47,3.42,1.17,3.49,1.17,3.54,1.79,3.53,1.69,3.55,1.47,3.62,1.57,3.71,1.79,3.79,2.19,3.76,1.7,3.95,1.66,3.66,1.16,3.96,-0.932332081655618,-9.36180025009845,3.02257158471333,NA,-0.2686881218562793,-0.23687765764486804,0.22334705286519893
2025-11-01,1.73,3.3,4,-0.823206661168419,-15.239963920379,2.69644391649395,NA,1.26,3.37,1.47,3.42,1.17,3.49,1.17,3.54,1.79,3.53,1.69,3.55,1.47,3.62,1.57,3.71,1.79,3.79,2.19,3.76,1.7,3.95,1.66,3.66,-0.921113629343617,-16.7314158880513,2,NA,-0.2631859478755865,-0.453006742157682,-0.3198517733511131
2025-12-01,1.65,3.72,4,-0.606477521373217,-19.0216055552441,2.65330411455776,NA,1.73,3.3,1.26,3.37,1.47,3.42,1.17,3.49,1.17,3.54,1.79,3.53,1.69,3.55,1.47,3.62,1.57,3.71,1.79,3.79,2.19,3.76,1.7,3.95,-0.823206661168419,-15.239963920379,2.69644391649395,NA,-0.21516674185321782,-0.40926685608983937,0.05010522879955833
2026-01-01,0.96,3.64,4,-0.656754836364382,-23.2378390758674,2.39120143215001,NA,1.65,3.72,1.73,3.3,1.26,3.37,1.47,3.42,1.17,3.49,1.17,3.54,1.79,3.53,1.69,3.55,1.47,3.62,1.57,3.71,1.79,3.79,2.19,3.76,-0.606477521373217,-19.0216055552441,2.65330411455776,NA,-0.1088703115904235,-0.5201712484830868,0.027188994742935336
2026-02-01,1.56,3.62,4,-0.647215226762476,-10.3365314747018,2.4,NA,0.96,3.64,1.65,3.72,1.73,3.3,1.26,3.37,1.47,3.42,1.17,3.49,1.17,3.54,1.79,3.53,1.69,3.55,1.47,3.62,1.57,3.71,1.79,3.79,-0.656754836364382,-23.2378390758674,2.39120143215001,NA,-0.13352919738588695,-0.6438209387344608,-0.11204220585017521
2026-03-01,2.5,3.61,4,-0.649972490625839,4.14922420039456,3.3,NA,1.56,3.62,0.96,3.64,1.65,3.72,1.73,3.3,1.26,3.37,1.47,3.42,1.17,3.49,1.17,3.54,1.79,3.53,1.69,3.55,1.47,3.62,1.57,3.71,-0.647215226762476,-10.3365314747018,2.4,NA,-0.1288504243895954,-0.26546364876965023,-0.10736833088636141
2026-04-01,3.24,3.71,4,-0.814185476525076,11.2892021672552,3.8,NA,2.5,3.61,1.56,3.62,0.96,3.64,1.65,3.72,1.73,3.3,1.26,3.37,1.47,3.42,1.17,3.49,1.17,3.54,1.79,3.53,1.69,3.55,1.47,3.62,-0.649972490625839,4.14922420039456,3.3,NA,-0.1302027451077279,0.15936082869856072,0.37071941465932984
2026-05-01,2.86,3.74,4,-0.668956601565762,13.4674918646168,4.2,NA,3.24,3.71,2.5,3.61,1.56,3.62,0.96,3.64,1.65,3.72,1.73,3.3,1.26,3.37,1.47,3.42,1.17,3.49,1.17,3.54,1.79,3.53,1.69,3.55,-0.814185476525076,11.2892021672552,3.8,NA,-0.21074223426169122,0.36875531780490367,0.6363237177402695
2026-06-01,2.27,3.71,4,-0.835236290365504,NA,3.5,NA,2.86,3.74,3.24,3.71,2.5,3.61,1.56,3.62,0.96,3.64,1.65,3.72,1.73,3.3,1.26,3.37,1.47,3.42,1.17,3.49,1.17,3.54,1.79,3.53,-0.668956601565762,13.4674918646168,4.2,NA,-0.13951364453977255,0.4326381281471314,0.8488071602050213
