codigo_modelo,descripcion,c_inicial,c_final,lambda_inicial,lambda_final,pi_estrella_inicial,pi_estrella_final,correlacion_lambda_con_S0,correlacion_pi_estrella_con_S0,p_LB_inflacion_12,p_LB_expectativas_12,AIC,BIC
S0,M3 base AR(1),0.03013575643811313,0.03013575643808907,0.7081123575924297,0.7081123575921684,4.365959239912781,4.365959239911783,0.9999999999999999,1,1.1102230246251565e-16,0.06412003317944293,262.4335768880127,294.63713513879594
S1,M3 AR(1) + inflación rezagada 12 meses,0.03013575643801224,0.030135756438095827,0.7081123575946495,0.7081123575922497,4.3659592399303175,4.365959239911671,-0.015280964269503507,0.6682184859054133,0,0.046136058584710704,265.24263726825353,300.6665513441151
S2,M3 con cuatro rezagos de inflación y expectativas,0.030135756438434934,0.030135756438093957,0.7081123575895775,0.7081123575922259,4.365959239918083,4.365959239911707,0.24356277082588942,0.7858807332140462,1.1538853716963615e-7,0.015891047864338037,259.0311090194432,310.55680222069634
S3,M3 AR(1) + controles externos,0.03013575643802463,0.030135756438091525,0.7081123575921262,0.7081123575921908,4.365959239909538,4.365959239911733,-0.8673400357527202,-0.6467885605007699,1.340927369142264e-12,0.09259563918092428,276.5242767818146,318.38890250783277
S5,M3 rezago 12 + controles externos,0.03013575643816033,0.03013575643809132,0.7081123575933784,0.7081123575922041,4.365959239926571,4.365959239911775,-0.4422966506184838,0.5465248068844804,5.551115123125783e-16,0.08925306468054972,275.2834659018996,320.3684474529961
S6,M3 cuatro rezagos + controles externos,0.030135756438237966,0.030135756438092756,0.7081123575923609,0.7081123575921933,4.365959239925242,4.365959239911744,-0.3506514086968116,0.665167571359141,9.973980944488758e-7,0.020462190047888962,271.1229594528208,332.30972012930897
