fecha,codigo_modelo,descripcion,c0_t,c_t,d_t,lambda_t,pi_estrella_t,inflacion,expectativa,meta_inflacion
2014-04-01,S0,M3 base AR(1),0.31918923717229325,0.030135756438088704,0.8967556276466737,0.7081123575921686,4.365959239911784,3.27,4.66,4
2014-05-01,S0,M3 base AR(1),0.31918923717229275,0.03013575643808878,0.8967556276466733,0.7081123575921691,4.3659592399117555,3.22,4.28,4
2014-06-01,S0,M3 base AR(1),0.3191892371722942,0.030135756438088718,0.8967556276466733,0.7081123575921697,4.3659592399117715,3.13,4.36,4
2014-07-01,S0,M3 base AR(1),0.31918923717229636,0.03013575643808913,0.8967556276466724,0.7081123575921682,4.365959239911773,3.41,4.41,4
2014-08-01,S0,M3 base AR(1),0.319189237172296,0.030135756438089027,0.8967556276466726,0.7081123575921686,4.365959239911775,3.7,4.06,4
2014-09-01,S0,M3 base AR(1),0.3191892371722959,0.03013575643808893,0.8967556276466726,0.7081123575921695,4.365959239911768,3.45,4.13,4
2014-10-01,S0,M3 base AR(1),0.3191892371722958,0.030135756438089155,0.896755627646672,0.7081123575921688,4.3659592399117475,3.64,4.17,4
2014-11-01,S0,M3 base AR(1),0.3191892371722973,0.030135756438089186,0.8967556276466719,0.7081123575921688,4.365959239911763,3.38,4.16,4
2014-12-01,S0,M3 base AR(1),0.3191892371722968,0.03013575643808893,0.8967556276466723,0.7081123575921704,4.36595923991176,2.95,4.21,4
2015-01-01,S0,M3 base AR(1),0.31918923717229575,0.030135756438088777,0.8967556276466726,0.708112357592171,4.365959239911756,2.32,3.89,4
2015-02-01,S0,M3 base AR(1),0.3191892371722964,0.03013575643808897,0.8967556276466724,0.7081123575921697,4.3659592399117635,2.44,4.07,4
2015-03-01,S0,M3 base AR(1),0.31918923717229686,0.030135756438089027,0.8967556276466723,0.7081123575921695,4.365959239911766,2.43,4.11,4
2015-04-01,S0,M3 base AR(1),0.319189237172297,0.03013575643808907,0.8967556276466724,0.7081123575921687,4.365959239911779,2.58,3.82,4
2015-05-01,S0,M3 base AR(1),0.3191892371722969,0.030135756438089058,0.8967556276466723,0.7081123575921692,4.365959239911769,2.55,3.57,4
2015-06-01,S0,M3 base AR(1),0.3191892371722975,0.03013575643808922,0.8967556276466722,0.708112357592168,4.36595923991178,2.39,3.67,4
2015-07-01,S0,M3 base AR(1),0.3191892371722971,0.030135756438089183,0.8967556276466722,0.7081123575921683,4.365959239911773,2.32,3.56,4
2015-08-01,S0,M3 base AR(1),0.31918923717229686,0.030135756438089176,0.8967556276466723,0.7081123575921681,4.365959239911776,1.96,3.31,4
